csi_path,max_rss,gt_phi,gt_theta,rss,2ace_quality,2ace_running_time,2ace_phi,2ace_theta,rss_at_gt,loss,angle_error
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch36-64.mat,-108.08923078457346,326.0,61.0,-108.91574936079026,0.006323819099591899,16.066685676574707,325.0,60.0,-122.9102574304816,0.8265185762167988,1.325698562410945
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch36-89.mat,-92.18111902195696,197.0,74.0,-92.71940222929898,0.11411864058717769,9.450604677200317,197.0,71.0,-106.10014234574095,0.538283207342019,3.000000000000166
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch38-56.mat,-86.40628746551465,163.0,62.0,-87.12921572532247,-0.05682028331857114,13.231979608535767,162.0,62.0,-99.56094220573056,0.7229282598078157,0.8829451228016715
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch38-76.mat,-90.01391555911623,325.0,73.0,-91.34604735104838,-0.5261941470671796,11.581977128982544,324.0,71.0,-103.28558082361695,1.3321317919321558,2.214584694150384
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch38-96.mat,-82.96115645287307,254.0,28.0,-120.4022022964223,-0.17023763104889222,11.642650365829468,253.0,60.0,-101.57589797844848,37.44104584354923,32.00669462047179
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch60-93.mat,-105.81278942148032,278.0,27.0,-138.79057507655463,-0.4225636659722576,13.408906698226929,17.0,38.0,-124.42497257859152,32.977785655074314,48.82214563948125
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1005-epoch61-93.mat,-101.55389732979984,133.0,52.0,-116.2381018517226,-0.01878273812498965,9.051961660385132,292.0,32.0,-116.93177617912751,14.684204521922766,82.39955510986509
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1080-epoch11-31.mat,-78.67006255933133,224.0,70.0,-79.23768936985915,0.37203365612928196,12.156283855438232,223.0,74.0,-91.21639687386066,0.5676268105278268,4.111450169794092
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1080-epoch36-52.mat,-89.33999003737506,230.0,44.0,-89.78286437745369,-0.15750992936963049,12.650387048721313,232.0,46.0,-102.58094192775522,0.4428743400786317,2.4493031837415775
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1080-epoch38-1.mat,-87.32256203610561,299.0,60.0,-87.38273807568069,-0.065864589612598,14.212763547897339,299.0,61.0,-99.36628337799715,0.060176039575082996,0.9999999999999002
./csi-dataset/homeoffice-communication-28G-csi/t16x16_r2x1_test_small/seed1080-epoch60-47.mat,-86.46442192667209,327.0,64.0,-116.32061439109779,-0.3589593261516366,13.035532712936401,347.0,63.0,-101.15061780037367,29.856192464425703,17.907967359947463
