csi_path,max_rss,gt_phi,gt_theta,rss,2ace_quality,2ace_running_time,2ace_phi,2ace_theta,rss_at_gt,loss,angle_error
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00098-2.mat,-143.1554731083513,190.0,56.0,-143.32495680673787,0.10781977544464183,12.75039267539978,191.0,55.0,-154.34695866744815,0.1694836983865855,1.2958150987623782
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00098-73.mat,-97.30878049480752,283.0,37.0,-122.03922439363953,-0.0017677641274700395,14.596216917037964,68.0,15.0,-121.41302961562141,24.730443898832007,49.921947996209916
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00144-19.mat,-105.18088546454086,348.0,61.0,-105.53808693046328,-1.1703043955628676,14.123240947723389,348.0,62.0,-118.35495887230378,0.3572014659224152,1.0000000000002647
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00146-47.mat,-117.21288945899252,188.0,75.0,-117.53709757383848,0.3709276718196811,9.131612062454224,189.0,73.0,-129.42328142354395,0.324208114845959,2.2189874476227294
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00199-41.mat,-99.08159226006931,265.0,45.0,-101.2524210617195,-0.3484908550040098,14.256031513214111,261.0,33.0,-113.38217153775528,2.170828801650188,12.255840527104455
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00265-52.mat,-103.83391515449374,151.0,62.0,-103.9476305393045,0.18605244044000524,11.584282636642456,151.0,64.0,-117.64960437331284,0.11371538481076016,1.9999999999999472
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00324-52.mat,-101.0324362494987,204.0,28.0,-124.46202361114543,-0.2252948959448895,12.87219762802124,190.0,65.0,-122.46702002607432,23.429587361646725,38.1870389239902
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00324-90.mat,-96.22497641815649,264.0,30.0,-120.04267786156178,0.03598546304309869,14.243617534637451,85.0,10.0,-114.38552316819688,23.817701443405298,39.9988212698044
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00325-19.mat,-106.30953407968356,165.0,57.0,-155.1320113217334,0.15206070916382186,13.835888624191284,215.0,22.0,-125.94679637306447,48.82247724204983,45.01463982149834
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00370-6.mat,-125.53619237658778,322.0,58.0,-139.42927906103105,0.20714356409574752,8.071771144866943,90.0,29.0,-141.2269746196463,13.893086684443276,77.85692403364499
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00427-16.mat,-145.9695802413397,197.0,20.0,-146.42288666604358,-0.005617095037515618,9.682911396026611,195.0,19.0,-157.14985929007685,0.45330642470386806,1.202242026558765
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00427-25.mat,-147.5074389327713,94.0,23.0,-159.99645249210636,-0.05684462313752192,8.525304555892944,284.0,14.0,-158.13081088384803,12.489013559335064,36.86306184024201
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00479-68.mat,-108.2579441812736,359.0,39.0,-108.25753377890543,0.11008119699795249,12.105545043945312,0.0,40.0,-123.14620934993212,-0.00041040236817480036,1.1851302768327094
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00480-76.mat,-120.73994006607444,321.0,40.0,-122.3013400594236,0.2792029216584062,14.618155241012573,319.0,43.0,-137.48953138736798,1.5613999933491556,3.279363028481817
./csi-dataset/uva-communication-28G-csi/t16x16_r2x1_test_small/10200-run00480-85.mat,-102.28251867032048,202.0,55.0,-102.39348845815113,-0.03285722164942184,13.500717878341675,202.0,55.0,-115.3797437426337,0.1109697878306406,0.0
